Text;Prueba
Hello Hola buenos días hablo con alisan Dayana  buenos días Sí con ella  Figueroa de la universidad Adriana Cómo estás  bien  porque quería quería preguntarte si tienes alguna duda o inquietud acerca del programa de medicina  Okay aún estás interesado en el programa  no Sí señora Estoy esperando unas cositas  Okay Tú ya presentaste la prueba a ver  Eh sí  qué resultados sacaste  272  dos72  okay Bueno recuerda que para el programa de medicina es importante que cuentes con un puntaje en este momento se está solicitando un puntaje como mínimo requerido de 320 puntos en esta prueba en ese caso tú piensas realizarla nuevamente  eh eso fue lo que estoy esperando Entonces vamos a ver  Ah okay Dale Perfecto entonces nos comunicaremos nuevamente para las próximas inscripciones para validar Cómo te fue vale  vale  Dale que estés muy bien Que tengas una feliz día  gracias  hasta luego;No
Buenos días  Aló Buenos días  sería tan amable  con wilder a María de la cruz de la Universidad javeriana de Cali Cómo se encuentra el día de hoy  cómo  qué pena No le estoy escuchando muy bien es que estoy en un diplomado no puedo hablar  Me indicaría usted Solicito información del diplomado en derecho de tránsito  en un diplomado no puedo hablar  por eso usted solicitó información es para hacerle el envío de la misma de lo contrario no volverlo a contactar  en dado caso le envío la información a su correo electrónico y a su WhatsApp Muchísimas gracias Que tenga feliz día hasta luego  yo solicité okay;No
 Aló buenas Aló Buenos días Buenos días hablo con jda  señora  bien gracias  habla con Rosa María de la cruz de la Universidad javeriana de Cali Cómo se encuentra el día de hoy Jenny me comunico con usted para validar su interés en el en el diplomado en derecho de tránsito del cual solicitó información anteriormente me indica es correcto  No yo no yo estaba interesada en otro  en disciplinario  Sí señora me confirma nuevamente Me confirman nuevamente no está interesada en el diplomado en derecho de tránsito  Cuándo inició  estaría para iniciar el 18 de agosto  Y qué duración tiene  tiene una duración de 120 horas se va a dar bajo modalidad en línea viernes de 5 de la tarde a 9:30 de la noche y sábados de 8 de la mañana a 1:30 de la tarde me indica nuevamente estaría interesada  sí  Qué pena no le escuché me puedes repetir nuevamente  eh dónde es que me está llamando  de la Universidad hardiana de Cali Sí sí estoy interesada en la información  sí  listo Le comento el valor de la inversión para este programa es de 2,650,000 pesos se lo puede cancelar con efectivo a tarjeta débito tarjeta crédito puede hacer convenio empresarial o también puede financiar el valor de este programa Este programa estaría yendo hasta el 4 de noviembre en dado caso de que pues desea iniciar proceso de inscripción me indica para validar entonces sus datos e iniciar a diligenciar su formulario  el diplomado me recuerda cuántas horas siento qué  120 horas  20 horas y y smoal virtual no  en línea  eh le doy mi correo  Me permite un momento vamos a validar la información que usted suministró  el correo que tenemos registrado es Jenny con doble n ambas con y boada 80@gmail.com es correcto  Sí sí es correcto  listo me indica podría enviar la información también a su línea de WhatsApp  podría validar si es el mismo número el cual le estoy marcando en este momento sí es el mismo  Sí señora de pronto algo más en lo que le pueda colaborar en este momento  no está bien está muy bien  indicaría en qué momento le podría marcar nuevamente para confirmar si desea o no continuar con el proceso  si es en la tarde por ahí tipo 5:30 sale  listo Sí señora Muchísimas gracias por atender mi llamada Entonces que tenga feliz día hasta luego  bueno;No
 Hola buenos días muy buenos días me comunico con el señor Juan Camilo Acosta  Sí señora  bien señora  señor Juan Camilo le habló a brid Osorio yo le estoy llamando de la universidad javeriana Cali Cómo se encuentra el día de hoy me alegra mucho el motivo de mi llamada señor Juan Camilo es porque usted está interesado o mostró interés en el diplomado de derecho de tránsito Queremos saber si continúa con este interés para ampliarle la información  Sí mira qué temática maneja el diplomado  Mira el diplomado va a estar basado ya te confirmo  eh tiene un enfoque en el código Nacional de tránsito de la ley 769 del 2002  Sí  el enfoque va en esa ley y obviamente todo lo relacionado con el derecho de tránsito que cubre esta ley eh lo tenemos para iniciar el próximo viernes 25 de agosto es online debes de conectarte los días viernes de 5 a 9:30 y los sábados de 8 a 1:30 tiene una intensidad horaria de 120 horas el valor de inversión de este diplomado es de 2,650  perfecto y para el método de pago  sí  sí Bueno este valor lo puedes cancelar si tienes tarjeta débito o crédito se hace el pago en línea si deseas de pronto un método de financiación eh la universidad tiene una empresa aliada que se llama fleo y ellos te financian desde 3 6 y Máximo nueve cuotas para que puedas pues hacer el pago del diplomado y te financian el 90%. debes dar un adelanto y ya el resto en las cuotas que tú elijas las primeras el primero que es de tres cuotas no tiene ningún interés ya de seis cuotas si tiene un interés del 1.31 y de 9 del 1.61  perfecto listo Pues voy a escalar esta información en la empresa donde trabajo porque ellos son los que van a realizar ese tipo de pago y y para comunicarme con ustedes en este mismo número  o por a través de algún correo  no este como es un conmutador Eh no tiene para regresar llamada pero entonces yo te voy a manejas WhatsApp en este número Sí sí señora  Si quieres yo te envío entonces la información al WhatsApp y también de financiación para que entonces Cualquier duda o inquietud ya quedas con mi contacto y me escribes por ese medio  okay vale vale listo entonces yo voy a escalar el tema con con la empresa y que necesita estaría comunicando  La La La La  sí  vale  si si la empresa de pronto te va a cubrir el diplomado eh eh ellos pues tendríamos que enviarle una documentación para hacerle pues la factura empresarial y Digamos si de pronto hay tres personas interesadas de la misma empresa tendrían un descuento del 15% cada uno  listo vale bueno  de todos modos ya te envío la información  Muchas gracias por la información  bueno que estén muy bien Hasta luego  bueno Muchas gracias buena hasta luego;No
Buenos días Aló muy buenos días Por favor la señora Juli Quintero  señoras de dónde me llamo  señora Juli mucho gusto habla con Ingrid bejarano de la Universidad javeriana de Cali Cómo estás  Ah muy bien y usted  Muy bien gracias señora Juli Gracias por atender mi llamada y Bueno mira el motivo es porque usted está interesada en nuestro seminario de Excel intermedio y avanzado que inicia este próximo 16 de mayo estamos llamando para confirmar su participación saber si tiene alguna duda de inquietud para ayudarla en este momentos  es fácil  Qué pena señora Qué pena señora Juli no le escucho muy bien Qué pena se escucha como entrecortado  quiero  aló  aló aló señora Juli Me escuchas es que se escucha muy entrecortado Qué pena con ustedes  aló aló no se escucha muy entrecortado  Hola señora joli  por falta de fallas en la comunicación Permítame ya le devuelvo la llamada Dame un momento por favor Gracias;No
aló buenas Buenos días me comunico con Laura Rodríguez  y con ella  un gusto le saluda Angie de la Universidad javeriana de Cali cómo está  muy bien y tú  muy bien muchas gracias por preguntar Señorita Laura Me estoy comunicando por tu interés en el diplomado en marketing estratégico  sí pero en este momento ya no ya ya decidí otra pues realmente hacer la especialización Entonces ya ahorita ya no estoy interesada  Ah bueno comprendo pero la especialización ya la iniciaste  ya pagué Sí con la javeriana pro Bogotá  Ah bueno Perfecto entonces te deseo muchos éxitos entonces Muchas gracias por la información Bueno hasta luego  Muchas gracias bueno que estés muy bien Hasta luego;No
 Aló Buenos días sí Aló Buenos días  me comunico con Gabriela León  Sí con ella  Gabriela mucho gusto le habla Ingrid de la universidad Mariana Cali Cómo estás  bien Sí señora Muchas gracias  sí  bueno Me alegra mucho el motivo de mi llamada es porque sabemos de su interés en el diplomado en gestión de calidad verdad y auditoría en salud en este momento se va a brindar la información del programa  muchas gracias  bueno Sí señora le pregunto usted es profesional del área de la salud  Tengo experiencia pero soy economista  eres economista bueno Y qué te motivó a ser el registro de esta diplomado  porque estaba laborando en el en el medio  ya claro  claro  sí señor  Perfecto Bueno entonces te informo digamos es un diplomado que está dirigido a profesionales de la salud siendo economista igual puedes realizar el diplomado eh pero se te entregaría como tal tu certificado perdón pero no podrías ejercer como tal como eh auditor De acuerdo pero si si contarías pues con la certificación de que hiciste el diplomado ya Es dependiendo de las entidades en donde vayas a a ejercer si te aceptan pues ese tipo de de certificación pero no podrías ejercer como tal como como auditor de acuerdo ya que pues no eres profesional del área de la salud bien eso por un lado eh Por otro lado el diplomado es online quiere decir que pues es virtual en conexión sincrónica con tu docente bien los horarios serían eh martes y jueves de 5 y  sí  al 30 de la tarde a 9:30 de la noche y los sábados de 8 de la mañana a 12 del día te pregunto cuentas con la disponibilidad de tiempo para que puedas cumplir con estos horarios  sí sí señor  Ya  Perfecto Bueno entonces el diplomado ya da inicio el próximo 22 de agosto de acuerdo Entonces estamos hablando de que ya iniciaría el martes finalizaría el 17 de Octubre y tiene un valor de inversión de 2,300,000 pesos bien De pronto es egresada de la universidad javeriana en algún programa de pregrado posgrado o educación continua  Aló  aló  aló;No
Aló Buenos días Buen día hablo con el señor  Sí señor Hola con él  hablas con Luis Carlos de la Universidad javeriana de Cali Cómo estás  Ah okay bien sí señor  porque veo que estás interesado en un diplomado en neurociencia estructural y funcional ya te habíamos enviado una información quería saber qué decisión tomaste  No aquí no lo voy a realizar porque ya estoy en otro  Okay tú me puedes decir de pronto eh la Universidad donde lo Está realizando para ponerlo en la base de datos por favor  La verdad no sé se llama Bueno yología forense pero no sé que mis instituciones  okay listo De todas formas Muchas gracias Hasta luego Que estés muy bien  Hasta luego Muchas gracias;No
 habla con Juli balanta de la Universidad javiana de Cali Cómo se encuentra el día de hoy  me alegra mucho motivo de mi llamada es porque queremos validar su interés en nuestro programa de Medicina Queremos saber si tiene alguna duda alguna inquietud y cómo podríamos ayudarle Pues mira entonces  compren  me puedes dar una profundidad por favor  Bueno si se tiene disponibilidad de tiempo en estos momentos le puedo brindar la información sobre el programa  me escuchas  Aló sí  En qué ciudad  bueno lindo en estos momentos tenemos inscripciones abiertas Hasta mañana para el semestre que iniciaría en el mes de julio el puntaje el puntaje mínimo requerido para el programa son 320 puntos en las pruebas a ver 11 para hacer el proceso de postulación el programa de la universidad en estos momentos cuenta con dos énfasis uno en ciencias básicas que son El Punto de partida para lograr una preparación de excelencia en el conocimiento médico el segundo es las clínicas médicas quirúrgicas que son los conocimientos teórico prácticos de las áreas afines al desempeño clínico para entregar a los estudiantes herramientas que otorguen un mayor énfasis en el área de su interés Y por último encontramos el énfasis en salud públicas que es una metodología para evaluar y realizar proyectos formular políticas e intervenir en entornos comunitarios con el fin de mejorar las condiciones de salud de la población el programa se oferta de forma presencial en la Ciudad de Cali tiene una duración de 12 semestres y el valor por semestre es de 19  9,843,000 pesos el programa en estos momentos las inscripciones van a estar abiertas Hasta mañana 4 de junio tenemos la posibilidad de realizar experiencia internacional como estudiantes del programa de Medicina en eh la Universidad de Miami la fundación Barcelona en Argentina la Universidad Católica de Córdoba en Argentina y la universidad Federal fluminense en Brasil nosotros Contamos con convenio con más de 800 universidades alrededor de los cinco continentes y eso nos permitió pues internacionalizar nuestros programas la oficina de relaciones internacionales de la universidad le brinda apoyo a los estudiantes en los procesos de internacionalización de los programas académicos y investigación de la universidad  las las convocatorias que están abiertas esta mañana son para ingresar finalizando el mes de julio y las siguientes convocatorias se aperturarían Aproximadamente en el mes de agosto para ingresar en enero del 2024  disculpa no logro escucharte muy bien se escucha un ruido en el fondo y no logro entender eh nosotros en estos momentos tenemos atención hasta las 12 del mediodía ya sería contactarme nuevamente el lunes pero sería para las convocatorias que aperturan en agosto para ingresar en enero  vale perfecto voy a dejar ese registro en el sistema y nos contactaríamos nuevamente para validar la información te parece  bueno Te agradezco por haber atendido mi llamada y espero que estés muy bien  Hasta luego  Si quieres puedes esperar que yo llegue y en la tarde;No
sí Sí muy buenos días con el señor Juan Sebastián Gutiérrez  con genalo  habla con Andrés gi Lozano de la Universidad javeriana de Cali cómo está Sí  Ay qué pena bien pero pero ocupado nena  entiendo es posible que le envíe la información por su WhatsApp o lo llame en otra oportunidad  bueno  Sí sí está bien está bien no Gracias Dani todo bien  Sí por favor por WhatsApp Gracias hasta luego  bueno que tenga un excelente día hasta luego;No
Aló muy buenos días Buenos días  Sí muy buenos días Eh Mira te habla brillito Osorio la universidad javeriana Cali el motivo de mi llamada es porque están interesados en el seminario de Excel intermedio de avanzado pero no me dejaron el nombre de contacto eh No sé si eres la persona que está interesada  No no señora en el momento no  en el momento no Bueno muchísimas gracias Que esté muy bien  muchas gracias;No
Buenos días Hello Buen día quién la llama  Sí le habla de la universidad javeriana Cali Cómo estás  bien gracias  Bueno me alegro mucho Paola el motivo de mi llamada es porque sabemos de su interés en la especialización en gestión de las artes y la cultura Y en este momento deseo brindar la información del programa o si ya cuentas con la información tienes alguna duda Cuéntame  No pues mi gran duda es digamos cuando inicia el próximo semestre  Ah bueno este programa se apertura de forma anual ya sería en el periodo 20242 o sea el segundo periodo del próximo año  para este periodo  Ah okay okay Ah bueno y las inscripciones cuando inicien para el 2024 es que todavía no me gradúo me gradúo en junio  Ajá no  Ah bueno comprendo Paula no cuentas todavía con el el diploma bueno para el próximo año aún no están estipuladas las fechas no se han estipulado las fechas abren más o menos  perdón  Ah este año no ha empezado este año Este es el 23 todavía tiene instrucciones abiertas para este año  Claro que sí las inscripciones están abiertas hasta Julio para que inicies en agosto Cuándo te vas a graduar  en junio  Ah bueno Si gustas alcanzarías a hacer el proceso para este periodo  y de qué carrera te vas a graduar  Ah okay Sí sí sí esa era mi pregunta Eh sí creo que tú de Arcángel desde Bogotá  sí  qué me ibas a preguntar  Bueno ahora ya no estoy en mi jornada laboral  me has llamado justo en este horario Y es que yo estoy con un montón de Chiquis porque les estoy dando clase de danzas y no O sea como que no tocó prestar tanta atención lo puedes llamar después de la 1 hubo otro día porque es que este horario se me cruza con clases  Okay Sí por favor Ajá  No te preocupes Bueno voy a enviar nuevamente la información por WhatsApp y las fechas de inscripción por ese medio me puedes hacer cualquier tipo de consulta y agendamos una nueva llamada bueno  eso eso sí me es más fácil escribir ahorita que una llamada porque es que se me olvidó bueno que estés bien hasta luego;No
Aló buenas ahora sí Buen día hablo con el señor Luis  sí correcto  hablas con Carlos de la Universidad javeriana de Cali Cómo estás  señor porque estás interesado en un diplomado internacional de diabetología clínica quería saber si ya con información o en qué te puedo asesorar  Sí lo que pasa es que yo yo estoy interesado en el diplomado ese  Y eso yo solo que Ajá Yo quiero saber cómo funciona  qué es lo que hay que hacer en ese caso  Okay Señor Luis Pero antes déjeme preguntarle usted Qué profesión tiene  eh Me estoy grabando ingeniero en prevención y riesgo de medio ambiente  porque pues mira no sé creería que o en qué trabajas porque también tengo que ver  en el en el canal en el canal de Panamá  porque es que mira Esto va dirigido a médicos generales residentes especialistas en medicina interna en medicina Familiar o otras  Ah no no Entonces quiero decir que yo no puse arquera es que ustedes tenían uno de de ambiente y algo más tenía Ajá  Ah okay Sí nosotros tenemos uno Dame un momento ya te digo cuál porque es que este sí no creo que aplique para ti dame un momentico  sí sí sí es uno que es de ambiente y la vida creo que entonces por qué mal donde no era  nosotros tenemos uno en un diplomado de energías renovables energéticas energías renovables y eficiencias energéticas que diga no sé si te refieres a ese no había otro  ambiental a ver  había había otro que tenía allí que si lo tengo que buscar pero sé que es algo algo que tiene que ver con  con la con el ambiente  Ajá  si quieres Si quieres podemos hacer lo siguiente entonces yo te yo te puedo escribir por WhatsApp y eh Te mando la página donde vas a encontrar todos los diplomados y tú me dices cuál Ya que tú no te acuerdas cuál y  No ya lo busco porque yo te yo les escribí  listo entonces yo te escribo por WhatsApp y me dices cuál es okay  okay  Bueno pues señor Luis Hasta luego que esté muy bien;No
Aló Buenos días Hello muy buenos días Por favor Jessica Andrea Rodríguez  Sí con ella  habla con juliet balanta de la Universidad javeriana de Cali Cómo se encuentra el día de hoy  Muy bien gracias  me alegra mucho el motivo de mi llamada es porque queremos validar su interés en nuestro programa de Medicina Queremos saber si tienes alguna duda alguna inquietud y cómo podríamos ayudarte nuestras inscripciones cierran el día de mañana  eh Lo que pasa es que todavía no he presentado el el ifes  comprendo tu periodo de ingreso de intereses en el primer semestre del 2024  Sí sí señora  perfecto si tu gusto yo puedo dejar esa información y nos contactaríamos en esas convocatorias para validar qué decisiones has tomado  Ah bueno Sí señora  bueno Te agradezco por haber atendido mi llamada y espero que estés muy bien  Ay Bueno gracias  Hasta luego  hasta luego;No
Santa María Hola con quién habla  señorita Carolina te habla Cristian Lozano de la Universidad javeriana de Cali Cómo te encuentras el día de hoy  Gracias  Qué bueno saberlo señorita Carolina el motivo de mi llamada es porque has mostrado interés en nuestro diplomado acompañamiento en proceso de integradores de vida quería consultarte si presentas dudas inquietudes sobre el programa  no Por el momento no Por el momento no está interesada gracias  Ah Okay comprendo esperamos de pronto contar con tu participación a futuro  Dale gracias  que estés muy bien Hasta luego;No
aló Aló Buenos días sería tan amable vale González  Sí con ella  hablas con Rosa María de la cruz de la universidad javeriana Cali Cómo te encuentras el día de hoy  bien Aquí estás buscando perdón  vale González  Ah sí con ella  vale mira te estoy llamando porque eh queremos validar si aún te encuentras interesada en tomar el curso de preparación para el examen de tofo el curso inicia el 22 de agosto y se dará bajo modalidad en línea los días martes y jueves de 7 de la noche a 9 de la noche entonces queríamos validar tu interés si deseas continuar con el proceso para tomar el curso  no No la verdad no porque me parece que está muy caro  vale eh De pronto Has consultado o de pronto tienes conocimiento acerca de los planes de financiamiento que te puedo ofrecer la universidad para que puedas tomar el curso  no pero no estoy interesada gracias  vale a ti Que tengas feliz día hasta luego;No
aló Aló muy buenos días Por favor la señora lucida trejos  con ella  señora Luz mucho gusto habla con Ingrid bejarano en la universidad javeriana de Cali cómo está  bien gracias  Me alegra mucho mi estimada Gracias por atender mi llamada y el motivo es porque usted está interesada en nuestro diplomado en acceso vascular de catéter venoso Pig inicia el próximo 14 de Julio queremos consultar eh si logró realizar su proceso de inscripción o si tuvo algún inconveniente para ayudarla en estos momentos  No en el momento ya no estoy interesada Muchísimas gracias  algún motivo en especial señora luz para yo dejarlo registrado  No no ningún motivo en especial  Okay de pronto disponibilidad de tiempo Financiero  no no no no no no no en el momento ya no estoy interesada Muchísimas gracias  Muchas gracias a usted que tenga un excelente día vale que esté muy bien Hasta luego  buenas noches;No
Hola buenos días Universidad jariana de Cali les tienen que te puedo ayudar Buenos días con quién hablo perdón  hablas con Tatiana en qué te puedo ayudar  sí  Sí lo que pasa es que yo solicité un certificado de un diplomado de gerencia comercial que yo hice en centro empresa las averianas y Eh pues no lo he recibido y es demasiado urgente poderlo recibir Entonces le escribí a Ingrid bejarano que no sé si la conozcas Ingrid me remitió a Fabián ramírezco y a hoy todavía no he recibido el documento y hoy lo necesito con suma urgencia  si no me responden mis correos  hay un momento ya rectifico de momento ya rectifico  bueno señorita  me das por favor tu número de tu número de documento  41  sí  927  340  Hola Me escuchas  me está diciendo 41927  sí  927 340  te repito 41927 340  Sí mi cédula  sí señor  okay  hablo con Luz Adriana Tavares Entonces ya ya rectificó si ya este andulizador el proceso de de escalar todo caso porque pues nosotros somos el call center pero no estamos relacionados con el tema de de arte certificados pero puedo escalarte de aquí a alguien que sí sepa el tema de deía como que hace en ese caso o porque no te han dado como el certificado en sí listo Espérame ya rectifico también si te puedo Eh pues pasar con alguien  me dijiste que es un certificado de centro de empresa javeriano  es un certificado de Centro empresarial  Si es de la javeriana  centro empresarial gerencia comercial comercial  voy a lo que voy a hacer es escalarte un caso para que pues se contacten contigo y te digan porque no les que no te enviar certificado y digo Mira pues te voy a dar el la extensión para que te contactes con el secretario financiero a ver si te puede dar alguna solución listo okay  listo la extensión sería 85 30  Me la vas a comunicar  Listo ya rectifico aquí  dame un momento te lo miro Aquí como te transfiero porque estoy en otro en otro dispositivo espera un momento  sí ya te sentíllaste  Hola Luz Mari me escuchas sí  listo lo que voy a hacer es brindarte un número para que marques a esta línea y a veces le generas la extensión y ahí te contactarías con financiero porque la verdad no tengo el contacto para que te hable directamente de certificado listo y voy a crear un caso en base en base a tu situación para que se contacten contigo lo más pronto posible listo En dónde apuntar es en la línea es 602  sí  321  8200  normal  Sí señora y ya elegirías la extensión  allá me mandaron acá  que sería 2610 que ahí sería financiero porque no no tenemos forma lo único que sería escalar del caso que es lo que te acabo de comentar para que ya se contacte  porque yo llamé a ese número y allá me dijeron que llamar ahí  llamo allá Pues me van a volver a decir que ya me ha dicho otra vez  Ah listo no entonces pues si quieres no llamas sino que yo de aquí escalo el caso certificados para que se contacten contigo listo lo más pronto posible  bueno Muchas gracias  vale con mucho gusto que tengas un buen día hasta luego  gracias;No
Aló buenas tardes sí  Aló buenas tardes sería tan amable con Víctor Jaramillo  habla  Víctor habla con Rosa María de la cruz de la Universidad javeriana de Cali Cómo se encuentra el día de hoy  muy bien Cuéntame  estoy contactando para validar su interés en el diplomado en derecho de tránsito del cual solicita información y Hace unos días le enviamos por WhatsApp me indica es correcto tiene algún tipo de duda inquietud referente a la información  Sí claro si estoy interesado  Mira más que todo me gustaría saber era como el como el el los temas a tratar los temas puntuales que van a tratar Y si estoy interesado lo que pasa es que como estoy terminando de meter Estoy buscando que no se me cruce con  Si me entiendes  tiene claro los horarios del diplomado  Sí creo que ahí es en la bueno vi la la tarde la noche ya si no estoy mal no se recuerda no me acuerdo  exacto  los horarios son los viernes de 5 de la tarde a 9:30 de la noche y los sábados de 8 de la mañana a 1:30 de la tarde para que valide la información de los contenidos que ya se le envió la información a su WhatsApp debe ingresar al enlace que se encuentra dentro de la información listo Okay qué pena no me percaté esa parte Pero mira si te cuento si estoy interesado el inconveniente ahorita que es porque estoy haciendo una maestría y tengo clases precisamente los sábados listo Entonces le es posible tomarlo no  entonces lo que no estoy rogando es termina  usted No no estoy porque estaba viendo otro no estoy de acuerdo O sea no estoy seguro perdón si Cuándo empieza el curso de con ustedes  estaría Iniciando el 18 de agosto  y no tiene ninguna próxima fecha no  No señor es el último diplomado en derecho de tránsito que se apertura para 2023  no creo que me va a quedar difícil por lo que te digo  listo Víctor  Estoy terminando en septiembre La maestría y no no me va a dar el espacio para estar en las dos  listo Don Víctor de igual manera le invitamos a que esté atento a nuestra oferta de programas en la página web del centro de consultoría de Educación continua y allí puede validar el cronograma para el próximo año Muchísimas gracias por atender mi llamada que tenga feliz día hasta luego  Bueno sí gracias Te agradezco muy amable;No
aló muy buenos días señora Cecilia con María Ramírez de la universidad javeriana Cali cómo está  estoy ahora mismo en la reunión me puede marcar más tarde  claro que sí a qué horas me puedo volver a comunicar  al mediodía  2:30 listo Bueno señora que esté muy bien Hasta luego;No
muy buenos días me comunico con Laura Paola Rodríguez  lauris y qué pena un gusto saludarla le habla Angie la universidad javeriana de Cali Cómo se encuentra  señora Lauri Me estoy comunicando por su interés en el seminario en Excel intermedio y avanzado no sé si en estos momentos pueda recibir mi llamada  Perfecto Bueno señora Lauri me estaré comunicando nuevamente  Bueno hasta luego Estoy en una reunión será que lo puedes llamar como dentro de una hora vale Muchísimas gracias;No
 aló  Buenos días Buenos días me comunico  sí  a la universidad javeriana de Cali Cómo se encuentra  bien gracias  me alegra muchísimo nos estamos comunicando por su interés en el diplomado en asesoría en lactancia materna  señora  puedo en este momento brindarle la información desea recibirla por WhatsApp  está esperando una cita médica no hay problema señorlandi si gusta Entonces ya le comparto la información vía WhatsApp y por ese medio  no me puedo ir contando porque no creo que me llamen todavía  Ah Ah bueno señora Qué pena no le había escuchado bien Bueno señora mirlandi le comento que este diplomado dará inicio el 13 de junio y tiene fecha de finalización el 26 de octubre tiene una duración en total de 120 horas  se dictará de manera online las clases serán en vivo de manera sincrónica los días martes y jueves de 6:30 a 9:30 de la noche Sí en cuanto al valor ese diplomado se encuentra en 2,875000 pesos tiene descuento de pronto pago el cual va hasta el 31 de mayo donde le quedaría en 2,591,750 pesos  Ah Bueno muchísimas gracias  bueno señoras con todo gusto de todas maneras le voy a brindar la información vía WhatsApp para que la revise con calma Si quiere ver el contenido del curso y demás y Si tiene alguna duda Pues por ese medio me puede comunicar también  Ah Bueno muchísimas gracias  bueno con gusto feliz día hasta luego;No
Buenos días con quién hablo Buen día hablas con Luis Carlos de la Universidad javeriana de Cali hablo con la señorita María  sí sí señor  eh el motivo de esta llamada es porque tú estás interesada en un diplomado de neurociencia estructural y funcional ya te habíamos enviado una información quería saber qué decisión tomaste  no en este momento no no podía realizar el diplomado ya que pues inició un curso de inglés  ya sabes que Disculpa se te escucha un poco entrecortado  que no en este momento no puedo realizar el diplomado ya que tuve que realizar un curso de inglés  Ah okay listo De todas formas Muchísimas gracias por el interés en jaiana ya será una próxima ocasión Hasta luego Que estés bien  Igualmente hasta luego;No
aló Hola buenas tardes me comunico con Jessica granja  de parte de quién  hablas con Natalia de la Universidad javeriana de Cali Cómo estás  bien  Qué bueno Jessica el motivo de mi llamada es porque sabemos que estás interesada en el programa de gastronomía y artes culinarias quería preguntarte si aún estás interesada en inscribirte al programa  no  entiendo de pronto podrías indicarme algún motivo para dejar en el reporte  eh No después de las matrículas es muy alto  okay Y ya validaste la los métodos de financiación con la universidad de ltetex  No todavía no Pero pues más adelante sí lo lo miraré Por el momento no  Ah okay Bueno Jessica Muchísimas gracias por la información Gracias por atender mi llamada y Esperamos contar con tu participación más adelante  bueno Muchas gracias  hasta luego;No
Aló muy buenos días  Sí buenos días muy buenos días me comunico con  Sí con ella  no le escucho bien le escucho entrecortado Me podría confirmar De dónde me llaman  de la universidad javeriana Cali Mi nombre es bri Osorio  Ah cómo está cómo estado  muy bien señora Joana el motivo de mi llamada es porque usted está interesada en el diplomado de gestión tributaria con énfasis en las niif eh le quería confirmar si usted pudo revisar la información que le enviamos al correo y si podemos contar con su participación ya que inicia este 5 de mayo  Dame un momento porque no me llegó pero yo valido mi correo a ver Diana  No a mí no me ha llegado información  su correo es Lady con y las dos y Joana  guio medio cg@gmail.com  @gmail.com  Ah está errado el correo Permítame yo le envío  y Lady las dos con y cierto  eh yo le voy a enviar nuevamente la información tanto al correo como a su WhatsApp para que usted la pueda revisar la pueda validar y le parece bien si la llamo nuevamente el lunes para mirar Qué decisión tomó  Dale listo envíamela allí por favor  Bueno muchísimas gracias Por recibir mi llamada que esté muy bien  bueno que esté bien hasta luego  Hasta luego;No
Aló Buen día Aló con la señorita Line Buenos días  Sí con ella  hablas con Luis Carlos de la Universidad javeriana de Cali Cómo estás  Ah Hola cómo estás Eh Ay ya me habían llamado de la universidad otra vez me llamaron ayer sí  mhm  okay sí lo que pasa lo que estaba viendo Es que de pronto tú todavía no sabes qué estudiar Entonces no te comentaron de pronto ayer que nosotros tenemos un programa para eso para que tú puedas escoger una carrera eh y puedas cursar  dime  okay  cuál es  Sí yo mhm sí yo estuve el sábado y sí lo que hacían se llama javiana escolar o algo así y pero la verdad la la carrera que quiere estudiar no está ahí  Ah okay listo  y y es diseño de moda  Ah okay listo señorita entonces pues nada ya quedamos de pronto atentos para una próxima ocasión Hasta luego Que estés bien  con gusto  vale vale Muchísimas gracias;No
